0;9.623;0;0;274.05;ltr;false;false
90;9.623;0;0;274.05;ltr;false;false
810;9.303;0;0;274.15;ltr;false;false
900;9.303;0;0;274.15;ltr;false;false
1710;13.166;0;0;273.75;ltr;false;false
1800;13.166;0;0;273.75;ltr;false;false
2610;6.263;0;0;273.65;ltr;false;false
2700;6.263;0;0;273.65;ltr;false;false
3510;6.822;0;0;273.95;ltr;false;false
3600;6.822;0;0;273.95;ltr;false;false
4410;7.02;0;0;273.75;ltr;false;false
4500;7.02;0;0;273.75;ltr;false;false
5310;9.015;0;0;274.25;ltr;false;false
5400;9.015;0;0;274.25;ltr;false;false
6210;4.827;0;0;273.75;ltr;false;false
6300;4.827;0;0;273.75;ltr;false;false
7110;2.287;0;0;274.25;ltr;false;false
7200;2.287;0;0;274.25;ltr;false;false
8010;3.484;0;0;274.45;ltr;false;false
8100;3.484;0;0;274.45;ltr;false;false
8910;2.807;0;0;274.65;ltr;false;false
9000;2.807;0;0;274.65;ltr;false;false
9810;2.492;0;0;274.75;ltr;false;false
9900;2.492;0;0;274.75;ltr;false;false
10710;4.233;0;0;274.95;ltr;false;false
10800;4.233;0;0;274.95;ltr;false;false
11610;7.667;0;0;274.95;ltr;false;false
11700;7.667;0;0;274.95;ltr;false;false
12510;3.906;0;0;274.95;ltr;false;false
12600;3.906;0;0;274.95;ltr;false;false
13410;9.573;0;0;274.95;ltr;false;false
13500;9.573;0;0;274.95;ltr;false;false
14310;8.546;0;0;274.75;ltr;false;false
14400;8.546;0;0;274.75;ltr;false;false
15210;11.547;0;0;274.75;ltr;false;false
15300;11.547;0;0;274.75;ltr;false;false
16110;9.415;0;0;274.85;ltr;false;false
16200;9.415;0;0;274.85;ltr;false;false
17010;2.25;0;0;274.85;ltr;false;false
17100;2.25;0;0;274.85;ltr;false;false
17910;2.589;0;0;274.75;ltr;false;false
18000;2.589;0;0;274.75;ltr;false;false
18810;4.718;0;0;274.65;ltr;false;false
18900;4.718;0;0;274.65;ltr;false;false
19710;3.763;0;0;274.65;ltr;false;false
19800;3.763;0;0;274.65;ltr;false;false
20610;2.812;0;0;274.65;ltr;false;false
20700;2.812;0;0;274.65;ltr;false;false
21510;1.345;0;0;274.55;ltr;false;false
21600;1.345;0;0;274.55;ltr;false;false
22410;0.69;0;0;274.45;ltr;false;false
22500;0.69;0;0;274.45;ltr;false;false
23310;3.843;0;0;274.45;ltr;false;false
23400;3.843;0;0;274.45;ltr;false;false
24210;6.212;0;0;274.45;ltr;false;false
24300;6.212;0;0;274.45;ltr;false;false
25110;6.914;0;0;274.35;ltr;false;false
25200;6.914;0;0;274.35;ltr;false;false
26010;4.082;0;0;274.45;ltr;false;false
26100;4.082;0;0;274.45;ltr;false;false
26910;2.15;0;0;274.25;ltr;false;false
27000;2.15;0;0;274.25;ltr;false;false
27810;6.099;0;0;274.25;ltr;false;false
27900;6.099;0;0;274.25;ltr;false;false
28710;5.116;0;0;274.25;ltr;false;false
28800;5.116;0;0;274.25;ltr;false;false
29610;4.342;0;0;274.25;ltr;false;false
29700;4.342;0;0;274.25;ltr;false;false
30510;5.47;0;0;274.15;ltr;false;false
30600;5.47;0;0;274.15;ltr;false;false
31410;5.842;0;0;274.15;ltr;false;false
31500;5.842;0;0;274.15;ltr;false;false
32310;4.751;0;0;274.15;ltr;false;false
32400;4.751;0;0;274.15;ltr;false;false
33210;6.303;0;0;274.15;ltr;false;false
33300;6.303;0;0;274.15;ltr;false;false
34110;7.099;0;0;274.15;ltr;false;false
34200;7.099;0;0;274.15;ltr;false;false
35010;7.309;0;0;274.25;ltr;false;false
35100;7.309;0;0;274.25;ltr;false;false
35910;3.65;0;0;274.15;ltr;false;false
36000;3.65;0;0;274.15;ltr;false;false
36810;4.789;0;0;274.25;ltr;false;false
36900;4.789;0;0;274.25;ltr;false;false
37710;2.544;0;0;274.25;ltr;false;false
37800;2.544;0;0;274.25;ltr;false;false
38610;5.557;0;0;274.25;ltr;false;false
38700;5.557;0;0;274.25;ltr;false;false
39510;5.916;0;0;274.15;ltr;false;false
39600;5.916;0;0;274.15;ltr;false;false
40410;4.679;0;0;274.05;ltr;false;false
40500;4.679;0;0;274.05;ltr;false;false
41310;7.068;0;0;274.05;ltr;false;false
41400;7.068;0;0;274.05;ltr;false;false
42210;2.958;0;0;274.05;ltr;false;false
42300;2.958;0;0;274.05;ltr;false;false
43110;5.573;0;0;274.15;ltr;false;false
43200;5.573;0;0;274.15;ltr;false;false
44010;6.375;0;0;274.25;ltr;false;false
44100;6.375;0;0;274.25;ltr;false;false
44910;6.491;0;0;274.25;ltr;false;false
45000;6.491;0;0;274.25;ltr;false;false
45810;5.752;0;0;274.25;ltr;false;false
45900;5.752;0;0;274.25;ltr;false;false
46710;5.262;0;0;274.25;ltr;false;false
46800;5.262;0;0;274.25;ltr;false;false
47610;5.662;0;0;274.15;ltr;false;false
47700;5.662;0;0;274.15;ltr;false;false
48510;6.475;0;0;274.25;ltr;false;false
48600;6.475;0;0;274.25;ltr;false;false
49410;4.71;0;0;274.25;ltr;false;false
49500;4.71;0;0;274.25;ltr;false;false
50310;3.497;0;0;274.15;ltr;false;false
50400;3.497;0;0;274.15;ltr;false;false
51210;4.764;0;0;274.25;ltr;false;false
51300;4.764;0;0;274.25;ltr;false;false
52110;0.916;0;0;274.25;ltr;false;false
52200;0.916;0;0;274.25;ltr;false;false
53010;4.877;0;0;274.25;ltr;false;false
53100;4.877;0;0;274.25;ltr;false;false
53910;2.898;0;0;274.15;ltr;false;false
54000;2.898;0;0;274.15;ltr;false;false
54810;3.895;0;0;274.15;ltr;false;false
54900;3.895;0;0;274.15;ltr;false;false
55710;3.709;0;0;274.15;ltr;false;false
55800;3.709;0;0;274.15;ltr;false;false
56610;4.924;0;0;274.15;ltr;false;false
56700;4.924;0;0;274.15;ltr;false;false
57510;3.961;0;0;274.05;ltr;false;false
57600;3.961;0;0;274.05;ltr;false;false
58410;1.961;0;0;273.95;ltr;false;false
58500;1.961;0;0;273.95;ltr;false;false
59310;4.614;0;0;273.95;ltr;false;false
59400;4.614;0;0;273.95;ltr;false;false
60210;3.654;0;0;273.95;ltr;false;false
60300;3.654;0;0;273.95;ltr;false;false
61110;4.774;0;0;274.15;ltr;false;false
61200;4.774;0;0;274.15;ltr;false;false
62010;6.106;0;0;274.25;ltr;false;false
62100;6.106;0;0;274.25;ltr;false;false
62910;5.435;0;0;274.35;ltr;false;false
63000;5.435;0;0;274.35;ltr;false;false
63810;5.47;0;0;274.25;ltr;false;false
63900;5.47;0;0;274.25;ltr;false;false
64710;5.209;0;0;274.55;ltr;false;false
64800;5.209;0;0;274.55;ltr;false;false
65610;5.992;0;0;274.85;ltr;false;false
65700;5.992;0;0;274.85;ltr;false;false
66510;5.996;0;0;275.05;ltr;false;false
66600;5.996;0;0;275.05;ltr;false;false
67410;4.635;0;0;275.35;ltr;false;false
67500;4.635;0;0;275.35;ltr;false;false
68310;5.899;0;0;275.45;ltr;false;false
68400;5.899;0;0;275.45;ltr;false;false
69210;5.886;0;0;275.55;ltr;false;false
69300;5.886;0;0;275.55;ltr;false;false
70110;5.755;0;0;275.75;ltr;false;false
